cultivo_id,tipo_suelo_id,temperatura,humedad,ph,nitrogeno,fosforo,potasio,materia_organica,conductividad_electrica,fertilizante_codigo,cantidad_kg
8.0,6.0,19.47,63.62,5.44,41.7,5.75,256.23,2.072,2.957,DAP-18-46,243.0
12.0,1.0,20.56,57.03,6.79,129.02,7.67,214.69,3.098,0.1,DAP-18-46,233.3
5.0,6.0,22.49,69.81,4.0,91.65,36.04,30.0,1.239,1.621,KCL-60,172.9
7.0,2.0,11.84,71.29,6.75,19.85,34.05,148.83,2.928,0.295,NPK-15-15-15,339.2
2.0,5.0,23.25,68.11,6.2,25.68,23.09,326.14,2.935,0.355,SA-21,217.7
10.0,2.0,30.81,85.91,6.23,11.9,42.46,249.05,12.061,0.143,UREA-46,200.1
6.0,7.0,25.46,94.12,5.84,46.5,10.63,138.93,1.49,1.004,DAP-18-46,241.2
4.0,4.0,27.06,36.83,6.54,110.02,39.44,153.75,3.598,1.623,SA-21,158.8
7.0,5.0,15.47,36.91,5.5,42.55,10.94,137.85,6.668,0.8,DAP-18-46,163.5
8.0,3.0,8.59,50.14,7.09,45.03,1.0,30.0,2.462,1.667,KCL-60,103.9
5.0,1.0,16.34,42.96,6.71,32.48,18.76,149.05,2.517,1.898,UREA-46,234.6
8.0,7.0,20.03,62.69,6.14,99.14,10.22,93.93,2.869,0.865,DAP-18-46,209.0
7.0,4.0,11.65,76.22,6.1,17.57,4.43,192.82,0.874,0.535,DAP-18-46,142.2
12.0,3.0,20.69,50.32,6.45,24.15,4.85,190.3,2.872,0.383,DAP-18-46,235.7
2.0,8.0,21.13,57.67,5.44,76.52,8.96,97.14,0.809,0.1,HUMUS-ORG,4173.6
3.0,8.0,12.1,46.16,7.47,62.76,15.33,238.93,3.229,0.21,DAP-18-46,196.0
8.0,2.0,23.52,90.26,6.58,10.01,51.41,91.54,6.932,0.623,UREA-46,175.4
10.0,8.0,19.8,44.55,6.49,87.05,25.47,231.2,2.201,0.184,DAP-18-46,165.7
9.0,5.0,27.33,77.05,7.74,5.43,7.94,175.19,1.619,0.1,DAP-18-46,128.9
3.0,7.0,8.35,71.81,5.87,42.13,3.45,164.46,1.296,0.317,DAP-18-46,232.4
12.0,4.0,16.16,82.42,5.32,3.15,33.24,93.97,2.779,0.86,UREA-46,247.1
2.0,3.0,8.7,81.87,6.18,51.34,5.65,253.82,1.988,3.22,NIT-27,196.5
8.0,2.0,20.29,83.43,7.1,84.52,13.34,189.1,4.826,1.688,NPK-15-15-15,172.0
11.0,7.0,28.78,92.55,5.28,62.95,17.93,139.5,0.707,1.354,HUMUS-ORG,3768.1
11.0,4.0,13.05,27.16,7.13,12.74,89.92,203.5,1.889,0.606,UREA-46,235.1
11.0,6.0,8.97,69.41,5.48,67.15,60.74,175.99,5.447,0.287,DAP-18-46,193.3
7.0,1.0,19.02,64.37,6.05,20.21,62.78,220.98,0.712,1.48,UREA-46,150.5
10.0,7.0,11.81,77.03,7.78,15.18,25.74,270.58,4.914,1.387,HUMUS-ORG,3167.4
5.0,3.0,23.9,66.92,5.17,48.12,79.57,269.25,9.117,2.406,UREA-46,120.5
9.0,4.0,17.93,74.66,6.11,52.82,150.0,30.0,5.794,0.658,KCL-60,121.9
6.0,1.0,23.43,20.0,6.03,33.23,13.41,141.27,4.523,4.119,DAP-18-46,160.5
7.0,5.0,26.46,65.6,5.41,33.49,13.74,186.47,1.058,0.15,HUMUS-ORG,2358.2
2.0,5.0,24.37,59.18,6.21,50.62,35.54,290.19,1.997,0.827,SA-21,251.8
3.0,4.0,21.63,66.16,6.71,72.83,37.08,341.08,5.432,2.586,DAP-18-46,118.3
5.0,1.0,13.11,58.68,5.92,42.15,10.56,191.73,2.338,1.932,UREA-46,154.9
12.0,3.0,18.59,76.08,6.16,28.14,9.5,117.13,2.284,0.42,DAP-18-46,150.3
4.0,3.0,16.18,95.0,5.94,27.48,56.77,295.19,0.85,0.363,UREA-46,198.4
8.0,1.0,25.55,55.4,5.28,9.07,16.53,206.72,1.078,5.251,UREA-46,103.8
8.0,7.0,16.97,63.81,4.66,14.66,6.01,308.82,1.55,0.813,DAP-18-46,239.3
10.0,8.0,21.71,71.24,5.29,40.4,21.97,143.34,11.204,2.582,DAP-18-46,165.2
11.0,6.0,15.06,59.91,5.19,2.14,50.31,32.57,0.692,0.289,UREA-46,233.5
2.0,5.0,9.29,48.36,7.29,73.55,19.6,201.52,3.413,0.1,SA-21,217.3
9.0,3.0,19.72,61.61,7.05,32.9,9.68,129.84,2.246,0.474,DAP-18-46,242.1
9.0,6.0,18.41,62.61,7.26,16.56,23.63,82.99,2.06,3.93,UREA-46,235.2
5.0,4.0,20.05,64.59,7.96,29.64,14.95,192.21,1.239,0.329,MAP-12-61,81.6
12.0,6.0,5.71,84.39,6.96,9.36,21.45,218.89,3.999,2.146,UREA-46,109.0
4.0,2.0,19.47,87.95,5.65,35.52,19.82,202.82,4.59,0.481,UREA-46,231.8
9.0,8.0,17.56,78.8,6.64,31.99,135.78,228.8,0.593,0.841,UREA-46,213.2
1.0,7.0,14.3,60.53,6.22,16.52,48.44,253.05,1.983,1.628,UREA-46,206.0
11.0,7.0,18.11,75.91,5.96,13.35,5.45,136.89,1.411,5.551,DAP-18-46,205.7
12.0,1.0,19.56,56.85,6.94,26.56,20.1,253.1,3.799,1.328,DAP-18-46,167.4
11.0,2.0,13.71,82.23,7.03,94.36,22.86,187.97,3.642,1.817,KCL-60,293.4
7.0,7.0,15.62,92.8,7.37,21.25,16.63,297.16,0.742,0.844,DAP-18-46,188.0
7.0,7.0,14.55,80.69,6.66,16.26,10.25,163.02,4.192,3.78,DAP-18-46,180.0
10.0,7.0,26.38,73.01,6.23,96.31,34.59,153.45,5.816,2.126,HUMUS-ORG,3690.4
8.0,8.0,26.38,70.52,6.91,73.33,43.44,130.14,11.702,1.382,DAP-18-46,217.8
2.0,5.0,8.09,46.96,7.21,122.59,51.36,96.98,5.35,1.012,KCL-60,143.3
4.0,7.0,30.03,50.51,4.69,39.08,4.72,238.97,2.043,0.983,DAP-18-46,184.1
7.0,2.0,24.44,87.72,5.38,30.87,82.91,162.91,1.839,2.913,NPK-15-15-15,330.5
5.0,8.0,12.21,70.44,4.82,65.04,31.12,137.11,0.77,2.005,HUMUS-ORG,3351.3
8.0,7.0,8.48,61.27,6.76,22.25,5.84,145.87,4.428,0.807,DAP-18-46,114.0
10.0,6.0,12.96,54.23,6.99,24.32,8.89,126.13,0.866,0.255,DAP-18-46,202.6
11.0,8.0,15.28,81.5,6.43,25.28,5.94,174.39,2.724,3.426,DAP-18-46,219.0
12.0,7.0,29.26,42.84,4.78,53.73,59.8,148.61,1.91,0.77,UREA-46,104.2
4.0,5.0,21.39,84.11,4.48,39.47,89.01,307.29,0.548,0.1,HUMUS-ORG,4054.4
2.0,5.0,15.52,63.5,5.52,41.58,64.21,256.14,0.722,0.169,SA-21,175.5
10.0,2.0,26.75,67.33,5.72,96.02,10.66,113.73,6.519,3.708,DAP-18-46,149.3
2.0,8.0,13.89,63.3,6.57,41.64,7.87,182.53,4.037,1.178,DAP-18-46,231.5
11.0,4.0,22.12,79.03,5.66,48.27,24.75,236.56,13.046,1.703,DAP-18-46,134.8
8.0,2.0,23.66,65.99,6.27,39.56,13.77,209.09,1.084,0.201,NPK-15-15-15,197.4
1.0,2.0,12.35,94.97,8.0,158.21,2.25,141.05,2.119,3.797,MAP-12-61,152.4
2.0,8.0,29.09,86.43,6.02,47.47,28.74,353.74,1.297,0.421,DAP-18-46,120.6
7.0,3.0,10.87,72.95,6.36,63.55,27.35,132.24,10.212,2.394,DAP-18-46,145.3
12.0,2.0,13.21,83.33,5.04,13.2,39.42,134.49,14.07,0.12,UREA-46,171.0
11.0,2.0,22.03,78.43,5.64,35.88,97.85,161.88,1.285,6.775,KCL-60,234.1
8.0,6.0,9.17,78.21,5.68,13.16,17.39,291.25,0.771,2.868,UREA-46,190.2
10.0,4.0,12.08,74.3,8.14,9.24,4.25,135.11,1.903,1.003,DAP-18-46,120.7
7.0,6.0,8.34,78.56,5.23,27.22,25.14,201.54,1.553,1.428,DAP-18-46,229.1
5.0,4.0,5.65,79.37,6.99,10.04,119.29,270.92,0.597,1.395,UREA-46,172.7
8.0,7.0,21.42,59.16,4.22,19.36,38.88,301.97,2.285,0.853,UREA-46,189.0
10.0,6.0,18.77,76.44,5.75,66.16,12.45,86.25,1.448,2.359,DAP-18-46,119.6
12.0,5.0,19.09,81.05,5.1,44.98,20.19,343.21,2.189,1.721,DAP-18-46,115.2
9.0,6.0,17.59,39.68,6.13,33.83,2.05,209.92,2.886,5.671,DAP-18-46,116.7
6.0,1.0,21.01,64.48,6.48,27.32,129.2,234.16,4.242,1.149,UREA-46,219.6
6.0,6.0,21.32,66.56,5.02,36.34,36.49,172.64,0.962,2.35,HUMUS-ORG,3945.1
6.0,6.0,19.98,59.15,6.6,131.88,33.11,109.96,3.094,6.376,DAP-18-46,132.1
10.0,6.0,15.2,60.84,6.17,30.03,111.37,163.4,6.046,1.013,UREA-46,189.9
3.0,4.0,21.38,62.33,4.62,54.35,65.43,37.49,8.467,0.284,KCL-60,243.9
8.0,6.0,11.32,89.21,7.22,13.99,18.41,215.87,9.213,0.227,UREA-46,188.1
8.0,4.0,21.34,35.88,7.11,18.54,9.38,105.24,4.942,0.788,DAP-18-46,203.9
3.0,7.0,17.7,67.88,5.45,11.88,7.11,59.25,8.254,1.03,NPK-15-15-15,248.4
6.0,8.0,17.31,91.4,5.89,28.76,14.87,114.19,0.901,2.503,DAP-18-46,163.1
8.0,3.0,17.24,55.08,4.92,102.82,40.2,155.86,2.373,3.467,KCL-60,162.6
10.0,1.0,5.0,70.11,4.92,65.31,21.21,193.27,3.223,3.075,DAP-18-46,224.1
12.0,7.0,19.61,34.75,8.17,27.1,22.93,140.02,2.648,1.735,DAP-18-46,118.1
4.0,4.0,8.08,73.45,4.85,9.72,6.39,239.58,3.432,1.186,DAP-18-46,205.1
5.0,1.0,10.7,80.44,4.71,52.62,24.39,253.61,1.023,0.1,HUMUS-ORG,3273.1
9.0,7.0,11.69,38.94,6.37,24.24,12.8,92.55,0.917,1.437,HUMUS-ORG,2465.5
12.0,1.0,11.12,22.48,6.06,50.8,38.16,247.51,0.724,1.964,DAP-18-46,230.7
11.0,5.0,21.36,85.88,5.89,53.32,19.16,118.04,2.013,0.358,DAP-18-46,130.3
2.0,1.0,11.36,89.02,5.71,16.45,8.12,200.08,1.12,0.1,DAP-18-46,210.8
8.0,6.0,14.16,62.19,6.82,72.06,8.23,149.22,0.693,7.275,DAP-18-46,198.3
5.0,6.0,21.63,73.51,6.68,23.48,107.08,189.32,1.062,2.992,SA-21,214.3
5.0,1.0,12.28,40.04,6.95,28.14,19.72,221.68,6.678,2.645,UREA-46,247.1
5.0,7.0,13.58,44.3,6.09,44.99,14.18,146.18,2.426,2.84,DAP-18-46,107.4
7.0,3.0,21.76,63.13,5.56,10.15,31.55,290.46,5.436,1.0,UREA-46,120.2
3.0,7.0,24.6,93.44,7.97,52.24,62.49,214.66,1.215,1.701,UREA-46,235.3
12.0,6.0,22.34,81.18,6.31,12.32,90.35,183.76,0.825,1.354,UREA-46,151.7
11.0,8.0,12.99,60.78,6.82,22.5,14.62,122.21,7.887,1.893,DAP-18-46,232.2
10.0,7.0,10.42,30.6,5.69,51.15,24.81,37.43,2.091,0.738,KCL-60,264.1
8.0,3.0,23.21,69.09,5.4,101.23,32.37,97.23,3.824,2.945,KCL-60,288.1
3.0,4.0,11.58,50.88,6.82,43.06,37.04,179.18,0.666,1.158,DAP-18-46,207.8
10.0,7.0,15.06,78.99,6.68,169.47,15.3,92.19,0.723,0.421,HUMUS-ORG,4565.9
10.0,8.0,19.12,68.39,6.21,25.42,19.76,210.01,1.928,1.15,DAP-18-46,239.8
6.0,5.0,17.4,66.92,4.84,46.51,28.39,154.04,3.196,1.916,DAP-18-46,122.6
8.0,5.0,15.09,54.53,6.05,92.21,15.39,149.69,2.905,2.089,DAP-18-46,132.1
12.0,3.0,28.85,74.96,5.9,13.48,20.33,106.73,0.788,2.092,UREA-46,106.9
2.0,3.0,17.14,68.05,6.02,32.98,10.75,100.97,2.499,0.195,NIT-27,93.5
3.0,5.0,23.2,82.96,6.28,10.18,64.35,225.29,7.016,2.503,UREA-46,224.3
12.0,2.0,11.92,52.45,7.19,10.22,7.79,165.03,2.721,3.849,DAP-18-46,212.2
8.0,7.0,15.69,95.0,5.89,64.39,8.96,173.69,0.869,0.285,DAP-18-46,108.2
5.0,4.0,15.58,84.31,5.94,27.66,5.39,328.35,2.875,2.151,DAP-18-46,181.9
12.0,4.0,16.97,71.71,7.42,43.4,8.16,30.0,1.859,0.295,KCL-60,284.9
7.0,7.0,30.03,61.26,6.45,66.05,5.83,206.74,1.613,0.52,DAP-18-46,126.2
5.0,6.0,17.38,74.73,8.03,31.73,25.9,153.27,0.636,2.548,SA-21,315.0
8.0,5.0,16.71,28.55,4.77,49.52,14.21,166.38,8.638,0.835,DAP-18-46,176.9
6.0,8.0,11.16,67.95,6.78,19.54,40.97,160.96,0.793,0.652,UREA-46,126.0
6.0,5.0,7.84,52.39,6.76,31.64,12.42,144.12,2.619,0.91,DAP-18-46,122.4
8.0,1.0,34.29,37.05,7.48,54.21,4.48,80.59,2.585,0.517,DAP-18-46,117.6
1.0,7.0,27.14,53.07,7.35,32.78,2.83,197.34,8.918,1.123,DAP-18-46,183.0
4.0,4.0,9.14,81.78,6.21,81.11,43.51,164.17,3.977,0.228,SA-21,170.0
1.0,2.0,27.71,53.02,4.0,29.82,51.46,97.75,1.533,0.328,NPK-12-24-12,272.1
10.0,8.0,16.43,73.89,6.32,45.77,34.99,34.95,1.365,0.772,KCL-60,252.9
10.0,3.0,15.64,84.3,6.82,55.99,32.3,198.4,1.214,1.425,DAP-18-46,160.1
8.0,4.0,15.79,50.79,7.1,73.49,24.56,148.9,1.642,1.458,DAP-18-46,109.7
8.0,5.0,19.76,75.3,6.76,24.39,9.51,251.0,2.64,0.315,DAP-18-46,190.5
6.0,6.0,15.86,51.99,5.28,14.36,40.93,376.68,2.006,5.629,UREA-46,107.5
5.0,2.0,12.53,71.66,7.53,161.37,62.91,247.46,0.938,1.502,KNO3-13-46,55.2
1.0,6.0,17.44,52.05,6.88,13.66,15.0,299.74,4.964,0.177,UREA-46,238.1
1.0,2.0,17.94,70.07,7.94,78.38,44.97,123.93,5.736,2.568,NPK-12-24-12,223.5
8.0,1.0,29.81,81.92,5.52,140.63,30.87,275.17,1.837,5.67,DAP-18-46,187.3
10.0,2.0,18.73,70.65,6.12,11.68,8.85,119.91,1.409,0.67,DAP-18-46,163.1
1.0,1.0,18.62,60.12,4.08,58.13,54.68,101.81,8.175,2.745,NPK-15-15-15,256.5
1.0,7.0,16.43,69.5,5.36,114.73,23.22,147.25,1.66,1.831,DAP-18-46,157.7
11.0,4.0,7.34,95.0,5.95,57.8,99.12,121.96,0.729,0.721,UREA-46,176.0
5.0,1.0,24.15,66.43,7.03,16.21,17.12,154.59,5.856,0.528,UREA-46,223.5
3.0,2.0,10.44,57.72,5.25,12.21,63.84,147.5,2.048,0.344,UREA-46,145.2
6.0,5.0,22.44,82.2,5.02,113.74,90.75,131.92,2.364,0.144,DAP-18-46,165.5
10.0,5.0,9.92,70.34,7.38,123.28,10.65,201.01,2.241,0.674,DAP-18-46,125.6
2.0,8.0,12.33,76.62,5.29,50.71,15.95,162.11,0.798,1.946,HUMUS-ORG,4833.0
9.0,8.0,23.76,79.25,6.05,107.81,15.83,255.99,2.46,0.156,DAP-18-46,147.8
10.0,2.0,19.57,41.2,6.49,42.34,15.91,223.35,3.813,2.125,DAP-18-46,162.9
5.0,4.0,14.88,45.32,7.15,117.04,14.86,123.67,1.754,6.456,DAP-18-46,164.7
11.0,1.0,10.41,35.27,6.62,24.28,25.9,130.73,2.237,0.395,UREA-46,181.3
6.0,6.0,22.32,69.82,6.55,18.44,19.83,133.01,7.561,2.15,UREA-46,204.4
5.0,8.0,21.16,35.03,5.46,80.44,29.45,123.9,1.081,0.851,HUMUS-ORG,3939.8
1.0,5.0,26.66,52.13,6.24,14.0,10.34,96.11,1.933,1.502,NPK-15-15-15,180.3
6.0,3.0,6.03,66.49,6.18,92.45,61.45,143.21,1.041,0.305,KNO3-13-46,78.8
6.0,3.0,12.17,75.32,6.48,32.79,34.03,159.2,7.232,1.379,KNO3-13-46,64.3
6.0,3.0,10.43,38.17,7.49,73.51,36.95,149.86,3.941,0.882,KNO3-13-46,144.5
3.0,8.0,14.65,68.18,6.81,30.34,52.54,36.43,3.113,1.7,KCL-60,276.5
6.0,6.0,12.73,74.99,5.85,15.93,31.89,205.83,1.146,0.156,UREA-46,165.0
9.0,7.0,27.91,56.97,5.17,59.6,66.72,85.87,2.618,0.423,HUMUS-ORG,3954.7
8.0,6.0,29.7,57.05,5.91,18.64,60.31,219.9,1.212,0.727,UREA-46,108.3
9.0,8.0,7.26,73.65,5.73,48.13,16.48,238.18,4.414,1.342,DAP-18-46,134.5
10.0,5.0,23.96,60.5,7.35,14.18,32.73,369.48,4.353,1.217,UREA-46,228.6
10.0,7.0,14.99,73.63,6.54,42.65,1.0,172.33,5.648,3.139,HUMUS-ORG,4102.3
5.0,2.0,16.88,56.37,6.55,10.92,6.59,404.11,0.617,0.1,DAP-18-46,248.2
12.0,4.0,15.5,95.0,7.81,71.41,62.79,168.74,3.035,2.325,DAP-18-46,205.0
5.0,6.0,18.99,59.38,7.91,36.43,17.34,105.88,1.31,1.881,MAP-12-61,118.4
10.0,5.0,15.89,57.33,6.74,28.34,61.56,49.81,1.065,0.737,UREA-46,173.7
6.0,6.0,14.74,89.78,5.43,32.28,7.15,286.97,4.757,0.912,DAP-18-46,220.0
12.0,8.0,32.36,62.78,6.35,39.56,25.85,51.19,0.57,0.1,KCL-60,246.8
5.0,7.0,11.13,54.19,5.63,23.9,19.14,59.71,2.251,0.317,DAP-18-46,231.4
2.0,6.0,21.33,54.52,6.41,19.99,8.23,115.61,2.22,4.339,DAP-18-46,166.6
2.0,7.0,22.57,71.96,6.12,69.26,47.77,214.05,1.203,1.057,KNO3-13-46,53.2
2.0,6.0,18.54,78.55,5.65,51.32,17.24,374.31,7.072,0.446,DAP-18-46,140.5
3.0,2.0,24.62,68.2,5.72,45.76,6.63,242.33,1.751,0.541,SA-21,242.1
5.0,1.0,25.27,55.9,5.74,39.68,58.81,93.84,2.684,1.208,UREA-46,228.9
3.0,2.0,21.13,27.48,5.7,78.03,19.52,123.48,0.738,1.085,SA-21,162.8
5.0,6.0,25.05,95.0,4.91,10.67,20.35,239.91,2.43,2.276,UREA-46,147.2
3.0,2.0,18.16,66.28,6.78,20.46,4.24,61.76,6.827,3.17,DAP-18-46,168.5
6.0,6.0,8.58,71.06,5.73,32.89,26.44,99.98,1.148,0.825,DAP-18-46,183.6
3.0,3.0,25.74,67.38,5.75,14.48,56.03,198.98,4.395,1.68,UREA-46,191.4
8.0,8.0,16.65,83.31,5.86,120.24,70.15,282.81,3.552,0.461,KNO3-13-46,72.2
11.0,5.0,17.34,47.94,4.05,17.47,15.95,30.0,3.307,5.174,DAP-18-46,121.6
5.0,2.0,22.07,36.14,8.13,70.18,19.59,144.85,1.121,0.298,MAP-12-61,81.6
10.0,2.0,34.96,89.48,6.02,64.02,37.6,203.8,2.934,0.1,DAP-18-46,232.8
2.0,3.0,16.39,67.13,4.51,25.04,20.73,176.66,1.988,0.678,NIT-27,199.4
10.0,2.0,12.16,51.65,7.1,42.06,21.54,103.03,1.209,5.668,DAP-18-46,219.5
11.0,6.0,16.1,76.9,5.25,21.59,10.14,262.33,0.964,1.072,HUMUS-ORG,3250.0
5.0,8.0,23.01,90.25,4.77,21.1,5.46,162.39,1.844,0.242,DAP-18-46,198.5
7.0,5.0,29.48,74.47,6.36,30.88,22.31,36.37,3.321,2.163,KCL-60,163.6
10.0,7.0,17.93,48.4,6.69,124.17,4.49,114.15,5.431,1.005,HUMUS-ORG,2080.5
12.0,7.0,21.91,23.04,5.94,23.35,10.39,155.36,3.487,0.349,DAP-18-46,238.9
6.0,2.0,12.84,46.35,5.84,85.84,44.27,104.24,1.056,0.457,NPK-10-26-26,211.8
2.0,2.0,24.55,70.32,4.7,105.47,17.14,30.0,1.297,3.587,KCL-60,192.9
3.0,6.0,15.27,80.22,6.04,18.81,79.25,267.03,3.043,4.296,UREA-46,131.8
8.0,2.0,13.2,64.68,6.17,27.71,13.56,71.07,8.74,2.672,NPK-15-15-15,265.9
9.0,3.0,18.21,45.44,5.51,29.71,7.29,328.06,2.394,0.237,DAP-18-46,121.0
7.0,3.0,22.12,57.83,4.0,28.12,15.88,152.23,3.717,1.662,DAP-18-46,219.8
10.0,3.0,13.47,95.0,5.58,56.35,56.46,167.89,2.314,0.637,UREA-46,200.8
6.0,3.0,5.0,42.22,5.53,23.15,69.73,97.9,4.114,2.748,KNO3-13-46,79.2
4.0,2.0,9.57,50.7,5.22,12.28,26.31,264.62,1.999,1.108,UREA-46,177.4
3.0,8.0,18.28,63.17,5.01,13.81,12.71,192.32,1.519,0.715,UREA-46,240.1
6.0,3.0,25.43,50.8,5.11,152.9,38.28,173.65,1.091,1.788,HUMUS-ORG,2929.3
2.0,3.0,24.75,37.39,6.61,69.59,11.52,217.28,3.138,2.037,NIT-27,82.7
7.0,8.0,11.52,55.25,6.61,17.6,6.94,195.83,6.728,2.03,DAP-18-46,150.3
9.0,2.0,5.0,66.9,4.97,30.76,34.9,271.0,0.568,3.441,HUMUS-ORG,3014.3
4.0,2.0,14.38,75.32,4.7,15.32,7.95,101.2,8.543,0.715,DAP-18-46,101.4
8.0,6.0,23.21,95.0,5.94,26.73,1.38,201.18,1.346,3.62,DAP-18-46,175.4
3.0,3.0,10.23,72.69,6.31,58.45,15.78,106.86,2.647,4.562,NPK-15-15-15,260.6
2.0,6.0,10.51,70.21,7.11,48.86,22.6,80.46,2.826,1.008,DAP-18-46,173.3
3.0,2.0,14.51,46.94,7.81,81.92,9.23,154.74,1.915,1.204,MAP-12-61,163.3
9.0,6.0,19.72,50.04,7.28,28.11,10.85,198.03,0.551,1.239,DAP-18-46,169.8
9.0,1.0,19.12,61.5,7.97,90.81,13.25,75.65,1.2,1.126,KCL-60,155.1
2.0,7.0,25.32,95.0,5.88,39.25,8.37,136.1,2.017,2.066,DAP-18-46,142.2
1.0,6.0,21.52,65.95,4.98,139.6,36.12,316.33,9.683,1.751,DAP-18-46,234.3
2.0,4.0,15.37,47.63,7.03,11.39,6.0,141.74,0.78,4.177,DAP-18-46,106.6
6.0,2.0,18.36,61.89,7.51,21.19,35.76,268.49,0.802,1.605,NPK-10-26-26,142.0
1.0,6.0,8.86,29.87,7.87,23.29,14.97,148.41,2.597,0.645,MAP-12-61,150.5
10.0,5.0,24.84,20.0,7.48,29.68,10.03,98.86,5.656,0.79,DAP-18-46,125.4
4.0,2.0,24.14,70.45,6.44,10.31,16.33,157.62,5.608,0.28,UREA-46,152.9
7.0,4.0,15.79,78.79,5.52,22.7,9.75,150.12,1.566,1.238,DAP-18-46,165.0
3.0,8.0,11.01,95.0,6.18,73.53,9.95,253.92,2.581,0.947,DAP-18-46,233.2
6.0,7.0,13.87,42.47,5.42,26.19,35.43,257.48,0.868,1.249,HUMUS-ORG,3885.9
11.0,5.0,5.0,87.42,6.99,48.22,37.65,262.91,1.468,1.286,DAP-18-46,189.1
5.0,2.0,25.39,52.31,5.2,84.03,54.31,166.49,7.872,3.209,NPK-15-15-15,211.1
8.0,7.0,29.31,53.59,6.25,25.6,63.84,30.0,8.269,0.534,UREA-46,143.3
6.0,4.0,22.72,55.51,6.28,65.36,12.39,153.31,1.61,0.911,NPK-10-26-26,104.2
12.0,6.0,21.83,74.68,7.16,43.76,21.74,246.1,1.158,4.491,DAP-18-46,104.2
9.0,5.0,27.64,73.55,4.29,165.4,33.53,74.25,1.004,0.114,KCL-60,145.0
1.0,5.0,24.14,78.16,6.12,12.46,18.87,30.0,6.083,2.453,UREA-46,195.5
7.0,1.0,23.86,74.85,7.13,74.62,6.76,194.72,3.629,0.1,DAP-18-46,156.7
4.0,6.0,17.28,72.58,6.27,15.6,54.44,44.32,2.436,1.632,UREA-46,211.1
9.0,1.0,19.32,65.64,5.55,14.82,9.31,89.63,1.016,0.679,NPK-15-15-15,182.3
7.0,7.0,12.91,41.44,6.06,169.26,17.69,212.47,0.697,0.932,DAP-18-46,248.4
3.0,7.0,20.28,77.43,6.33,121.22,49.96,253.09,1.408,0.1,KNO3-13-46,143.6
7.0,8.0,13.22,56.75,6.51,79.1,26.62,102.04,0.521,2.69,DAP-18-46,113.1
7.0,4.0,38.27,74.28,6.13,10.03,42.47,182.41,0.603,1.423,UREA-46,220.9
12.0,1.0,9.95,74.69,7.6,69.84,29.41,230.25,3.287,0.157,DAP-18-46,157.1
12.0,4.0,16.58,26.4,6.17,19.75,23.88,62.67,0.61,0.281,UREA-46,164.9
11.0,2.0,25.48,56.99,5.92,84.8,19.63,162.14,2.25,1.527,KCL-60,134.2
12.0,5.0,28.33,37.95,5.82,200.0,17.4,261.27,6.888,0.1,DAP-18-46,215.0
3.0,3.0,18.37,53.69,7.95,13.99,45.18,94.22,5.828,1.233,UREA-46,156.9
4.0,7.0,17.05,52.1,5.62,86.22,36.97,301.65,4.132,0.884,DAP-18-46,151.9
7.0,2.0,14.91,65.48,7.11,27.54,74.17,194.42,4.038,0.164,NPK-15-15-15,207.8
2.0,4.0,17.88,41.79,6.74,32.56,43.44,62.43,1.568,0.766,KCL-60,172.2
6.0,3.0,25.96,20.0,7.59,16.22,30.22,150.09,1.49,0.599,KNO3-13-46,109.8
6.0,2.0,20.22,25.89,7.4,62.4,15.24,140.0,5.256,0.446,NPK-10-26-26,161.1
6.0,6.0,30.44,72.8,6.15,76.74,20.79,210.03,1.825,0.305,DAP-18-46,241.2
4.0,5.0,15.51,81.7,5.17,20.27,21.3,133.39,1.857,2.267,UREA-46,153.2
10.0,1.0,13.12,68.25,6.4,43.01,48.62,126.89,0.733,0.476,UREA-46,215.2
7.0,6.0,18.49,73.7,5.97,36.66,48.56,84.72,0.552,5.654,UREA-46,110.0
3.0,4.0,12.97,72.53,4.48,9.26,50.16,149.33,1.442,0.32,UREA-46,200.1
8.0,5.0,18.84,29.21,6.71,23.08,9.76,67.13,5.848,4.507,DAP-18-46,207.5
7.0,2.0,11.4,95.0,6.39,14.44,16.51,221.76,0.574,0.1,UREA-46,177.5
8.0,4.0,20.58,74.15,6.58,5.83,24.84,88.56,3.115,0.742,UREA-46,174.8
12.0,4.0,19.11,60.54,6.71,27.4,55.24,181.74,3.653,0.175,UREA-46,218.4
7.0,7.0,25.3,52.05,6.08,83.04,11.96,266.66,1.035,0.54,DAP-18-46,119.8
7.0,7.0,21.39,44.09,8.3,114.71,17.72,381.87,1.283,0.1,MAP-12-61,120.9
11.0,8.0,20.0,30.64,7.23,6.13,16.86,165.34,5.285,1.301,UREA-46,178.1
2.0,3.0,20.76,95.0,6.92,44.56,43.1,165.54,1.922,0.917,NIT-27,146.1
8.0,8.0,13.57,53.71,8.46,42.21,49.23,209.47,3.716,0.1,UREA-46,185.6
9.0,6.0,17.7,60.47,6.01,37.6,109.33,30.0,5.017,2.012,KCL-60,153.0
1.0,3.0,18.53,70.96,5.32,27.94,76.78,259.4,2.425,0.554,UREA-46,168.2
12.0,7.0,10.53,58.0,4.83,157.56,16.98,195.67,1.024,1.439,HUMUS-ORG,4338.1
12.0,2.0,12.23,70.55,7.37,8.35,10.8,162.24,1.369,2.099,UREA-46,132.9
4.0,4.0,20.62,73.08,6.69,21.96,24.43,176.93,1.381,4.021,SA-21,240.2
